ano,mes,data,plataforma,perfil,categoria,tipo_conteudo,seguidores,curtidas,comentarios,compartilhamentos,visualizacoes,alcance,taxa_engajamento,horario_publicacao
2017,6,2017-06-01,Instagram,TechBrasil,Games,Live,150224,47767,1025,1476,555455,1441548,9.06,21:00
2017,6,2017-06-01,Facebook,ModaHoje,Tecnologia,Live,804047,62804,2154,6636,1553261,1543356,6.71,18:00
2017,6,2017-06-01,X,EducaOnline,Educação,Live,612101,3447,624,9796,1942013,2492013,7.8,18:00
2017,6,2017-06-01,X,TechBrasil,Educação,Carrossel,460087,28841,1272,4868,1981408,1438296,10.8,21:00
2017,6,2017-06-01,X,GamesBR,Tecnologia,Vídeo,250332,42136,520,1735,471874,2407182,6.69,12:00
2017,7,2017-07-01,YouTube,EducaOnline,Games,Vídeo,220873,73055,2064,4359,656439,403692,11.77,12:00
2017,7,2017-07-01,Instagram,TechBrasil,Games,Carrossel,342171,8482,4875,9749,1606566,717418,7.08,12:00
2017,7,2017-07-01,LinkedIn,ModaHoje,Games,Live,103388,79306,828,8649,519475,961346,8.56,12:00
2017,7,2017-07-01,Instagram,ModaHoje,Entretenimento,Imagem,994467,71084,4252,2353,128511,887971,2.35,18:00
2017,7,2017-07-01,Instagram,TechBrasil,Tecnologia,Vídeo,897231,57766,555,743,1918275,1390923,11.49,12:00
2017,7,2017-07-01,Instagram,TechBrasil,Educação,Live,286298,8219,3198,2153,754007,2263715,6.04,12:00
2017,7,2017-07-01,LinkedIn,TechBrasil,Educação,Carrossel,286952,13898,2317,3882,1090231,2026753,8.54,08:00
2017,7,2017-07-01,Instagram,GamesBR,Tecnologia,Imagem,491756,40990,876,6168,1262941,2188701,10.63,08:00
2017,7,2017-07-01,Facebook,ModaHoje,Games,Vídeo,261336,61032,400,2638,831780,287275,10.74,08:00
2017,7,2017-07-01,LinkedIn,ModaHoje,Entretenimento,Stories,219917,37609,2406,2087,237551,409188,10.29,18:00
2017,7,2017-07-01,YouTube,ModaHoje,Games,Live,842794,55128,4767,3910,1240891,288674,11.1,08:00
2017,7,2017-07-01,LinkedIn,EducaOnline,Games,Carrossel,559210,76745,2712,6207,1646635,514133,6.22,08:00
2017,7,2017-07-01,Instagram,GamesBR,Educação,Vídeo,790402,50289,1267,714,331619,1814669,7.24,08:00
2017,7,2017-07-01,X,TechBrasil,Tecnologia,Vídeo,147872,78491,2163,8027,685827,1814456,7.17,12:00
2017,7,2017-07-01,Facebook,EducaOnline,Tecnologia,Vídeo,437550,65299,897,979,1161266,1431986,10.08,08:00
2017,7,2017-07-01,X,GamesBR,Educação,Vídeo,191108,1028,4489,3284,134842,1654121,8.36,21:00
2017,7,2017-07-01,X,EducaOnline,Games,Carrossel,644067,71174,1058,3751,717620,1678320,7.26,21:00
2017,7,2017-07-01,Instagram,EducaOnline,Entretenimento,Stories,653320,46643,2971,6278,393326,836841,7.19,12:00
2017,7,2017-07-01,YouTube,GamesBR,Entretenimento,Live,955724,52807,297,3198,678145,1603603,1.99,21:00
2017,7,2017-07-01,X,ModaHoje,Games,Live,900446,1237,1420,7789,233844,2044718,3.15,08:00
2017,7,2017-07-01,TikTok,EducaOnline,Tecnologia,Live,646087,9627,911,1804,1702734,198800,6.51,18:00
2017,7,2017-07-01,TikTok,GamesBR,Tecnologia,Live,2895,7460,2392,888,1217123,1486192,1.19,08:00
2017,7,2017-07-01,Facebook,GamesBR,Entretenimento,Live,472741,17083,762,53,1072769,415182,1.44,12:00
2017,7,2017-07-01,Facebook,EducaOnline,Games,Live,820438,42850,1245,5745,1858869,2188399,11.54,18:00
2017,7,2017-07-01,LinkedIn,TechBrasil,Tecnologia,Carrossel,562720,35684,2830,76,422796,676940,10.73,18:00
2017,7,2017-07-01,TikTok,ModaHoje,Educação,Imagem,151562,9637,3577,801,1158478,2124930,4.17,08:00
2017,7,2017-07-01,X,ModaHoje,Entretenimento,Imagem,747344,10775,4185,6072,570402,219105,8.87,12:00
2017,7,2017-07-01,YouTube,TechBrasil,Educação,Imagem,160712,8653,4284,8010,1901563,2185207,9.79,12:00
2017,7,2017-07-01,LinkedIn,ModaHoje,Educação,Stories,912884,69810,480,9951,755369,836589,6.9,18:00
2017,7,2017-07-01,YouTube,GamesBR,Educação,Live,836053,68580,3045,7627,503317,1935782,0.93,12:00
2017,7,2017-07-01,LinkedIn,ModaHoje,Tecnologia,Live,844015,22346,4600,4393,1162501,704961,3.48,21:00
2017,7,2017-07-01,LinkedIn,ModaHoje,Games,Carrossel,723674,49580,159,5657,1899314,1898633,7.12,18:00
2017,7,2017-07-01,YouTube,ModaHoje,Tecnologia,Vídeo,194511,9058,2837,3941,1013443,528391,9.26,21:00
2017,7,2017-07-01,TikTok,TechBrasil,Entretenimento,Carrossel,658654,42812,2484,3557,1148778,1275334,1.19,21:00
2017,7,2017-07-01,Instagram,TechBrasil,Tecnologia,Stories,737024,60138,2518,8944,456255,1217627,8.67,12:00
2017,7,2017-07-01,TikTok,GamesBR,Tecnologia,Carrossel,884965,45977,3031,5460,1311814,1546638,4.83,08:00
2017,7,2017-07-01,Instagram,ModaHoje,Tecnologia,Carrossel,851343,72384,1731,8732,1103221,2152864,8.8,08:00
2017,8,2017-08-01,YouTube,EducaOnline,Entretenimento,Imagem,863906,46309,1700,752,937312,1167554,9.47,18:00
2017,8,2017-08-01,YouTube,EducaOnline,Games,Vídeo,592692,25221,4464,9515,1735047,72000,1.93,08:00
2017,8,2017-08-01,Instagram,GamesBR,Entretenimento,Stories,879570,13316,2742,7751,570297,1055478,7.35,12:00
2017,8,2017-08-01,LinkedIn,ModaHoje,Games,Stories,723409,14522,1880,3212,805375,1750969,5.99,21:00
2017,8,2017-08-01,X,EducaOnline,Tecnologia,Imagem,178958,47751,495,1389,1468895,1904037,10.85,08:00
2017,8,2017-08-01,X,GamesBR,Educação,Carrossel,430325,74121,1360,520,814109,538263,9.39,21:00
2017,8,2017-08-01,X,TechBrasil,Educação,Carrossel,605549,65273,1505,865,45764,14727,8.99,12:00
2017,8,2017-08-01,X,EducaOnline,Tecnologia,Imagem,52999,4069,1953,444,1161791,2370739,7.69,18:00
2017,8,2017-08-01,LinkedIn,EducaOnline,Entretenimento,Carrossel,393809,75951,3829,9680,857271,1651511,9.09,21:00
2017,8,2017-08-01,LinkedIn,TechBrasil,Tecnologia,Imagem,11885,2927,4242,7431,988944,1229693,1.65,21:00
2017,8,2017-08-01,X,TechBrasil,Games,Stories,155410,43735,1237,7553,173514,1467466,4.14,12:00
2017,8,2017-08-01,Instagram,TechBrasil,Entretenimento,Live,141824,4599,2658,196,1246881,1481941,2.72,08:00
2017,8,2017-08-01,LinkedIn,EducaOnline,Educação,Stories,818147,58657,552,6788,745501,1143189,4.55,08:00
2017,8,2017-08-01,LinkedIn,GamesBR,Educação,Live,426109,42853,4514,1805,1931568,545690,7.95,08:00
2017,8,2017-08-01,TikTok,GamesBR,Games,Carrossel,511971,78422,2620,587,648431,1626562,7.1,21:00
2017,8,2017-08-01,LinkedIn,EducaOnline,Entretenimento,Live,782719,56035,2632,8055,478732,1177493,6.62,08:00
2017,8,2017-08-01,TikTok,TechBrasil,Educação,Imagem,12807,53068,4954,4135,1958052,1372125,11.88,12:00
2017,8,2017-08-01,LinkedIn,TechBrasil,Entretenimento,Imagem,895546,78033,4116,1594,1599249,2084065,5.36,12:00
2017,8,2017-08-01,Instagram,GamesBR,Games,Vídeo,852946,68767,1861,6912,19919,444864,10.83,12:00
2017,8,2017-08-01,YouTube,EducaOnline,Entretenimento,Live,521919,78062,1551,6754,835662,359569,5.79,08:00
2017,8,2017-08-01,Instagram,TechBrasil,Educação,Carrossel,384525,18186,4653,9864,60688,1516070,5.21,12:00
2017,8,2017-08-01,LinkedIn,GamesBR,Tecnologia,Live,719017,37484,1111,8466,90776,1607646,5.73,08:00
2017,8,2017-08-01,X,TechBrasil,Entretenimento,Carrossel,242182,43938,1160,6441,1185652,377024,8.35,18:00
2017,8,2017-08-01,YouTube,EducaOnline,Games,Carrossel,302614,26608,2879,5158,1897947,299436,11.33,08:00
2017,8,2017-08-01,Instagram,ModaHoje,Tecnologia,Stories,352510,62285,4572,7578,1195061,60291,5.97,21:00
2017,8,2017-08-01,Facebook,TechBrasil,Entretenimento,Stories,756829,19562,3898,1481,1252349,45612,9.87,12:00
2017,8,2017-08-01,TikTok,GamesBR,Games,Stories,79680,48818,3973,5156,1345499,672835,10.03,18:00
2017,8,2017-08-01,YouTube,ModaHoje,Educação,Vídeo,130941,24061,577,6880,733897,2402748,8.91,12:00
2017,8,2017-08-01,Instagram,GamesBR,Educação,Stories,167262,19768,3484,8086,97224,1344232,5.78,08:00
2017,8,2017-08-01,TikTok,TechBrasil,Tecnologia,Live,417952,76156,62,4003,594595,1129342,5.06,08:00
2017,8,2017-08-01,YouTube,TechBrasil,Games,Stories,262014,75104,2756,15,534694,811951,4.19,21:00
2017,8,2017-08-01,YouTube,EducaOnline,Entretenimento,Stories,933893,76958,211,9821,1011156,592281,5.75,18:00
2017,8,2017-08-01,Instagram,TechBrasil,Educação,Stories,305835,8036,4309,3599,991409,393016,2.93,18:00
2017,8,2017-08-01,TikTok,GamesBR,Educação,Vídeo,769898,10868,4974,7974,836402,229579,9.71,18:00
2017,8,2017-08-01,X,TechBrasil,Tecnologia,Live,405964,31550,4359,6404,1085436,1086224,9.97,21:00
2017,8,2017-08-01,TikTok,GamesBR,Games,Imagem,460797,73320,2147,530,1043444,1543103,1.27,21:00
2017,8,2017-08-01,Instagram,TechBrasil,Games,Live,397849,74454,4907,8822,536251,53911,11.16,21:00
2017,9,2017-09-01,Instagram,ModaHoje,Games,Imagem,949284,70458,2542,7131,767886,2328726,11.12,12:00
2017,9,2017-09-01,TikTok,ModaHoje,Entretenimento,Vídeo,183910,29292,322,6591,417774,2313293,8.55,18:00
2017,9,2017-09-01,Instagram,GamesBR,Games,Imagem,429298,35972,3621,9453,62595,2341778,9.33,12:00
2017,9,2017-09-01,TikTok,ModaHoje,Educação,Vídeo,586112,32403,2272,427,574320,879024,8.77,21:00
2017,9,2017-09-01,YouTube,TechBrasil,Entretenimento,Stories,765793,5916,1816,5570,794909,2354215,1.02,21:00
2017,9,2017-09-01,Facebook,EducaOnline,Entretenimento,Live,92197,19444,105,3537,1538582,1156827,8.9,21:00
2017,9,2017-09-01,LinkedIn,TechBrasil,Entretenimento,Carrossel,694843,43924,3841,7838,165621,1898459,6.84,18:00
2017,9,2017-09-01,YouTube,ModaHoje,Games,Live,186347,50233,2401,9882,1941144,1670160,3.15,21:00
2017,9,2017-09-01,Instagram,EducaOnline,Educação,Live,921193,10398,3587,8723,169222,2173719,9.13,18:00
2017,9,2017-09-01,X,TechBrasil,Tecnologia,Imagem,439498,61469,510,3664,611483,1062938,0.69,08:00
2017,9,2017-09-01,YouTube,GamesBR,Games,Carrossel,592437,61655,4568,3310,1273959,1370280,3.17,18:00
2017,9,2017-09-01,TikTok,GamesBR,Educação,Imagem,488940,44925,4018,9371,1732782,1842906,4.44,12:00
2017,9,2017-09-01,Facebook,ModaHoje,Games,Carrossel,472286,38878,4679,3490,1776541,2360995,8.36,08:00
2017,9,2017-09-01,LinkedIn,EducaOnline,Tecnologia,Live,662557,8933,4811,2663,365763,9091,9.75,12:00
2017,9,2017-09-01,LinkedIn,GamesBR,Games,Carrossel,100139,32337,3415,2391,1575866,669351,7.11,21:00
2017,9,2017-09-01,X,GamesBR,Games,Stories,707010,46454,3932,6620,895901,890602,4.54,12:00
2017,9,2017-09-01,Facebook,EducaOnline,Entretenimento,Imagem,85713,36526,2578,3543,1101824,1883155,8.02,08:00
2017,9,2017-09-01,X,TechBrasil,Tecnologia,Carrossel,194487,51777,2668,7509,758026,1892562,10.21,21:00
2017,9,2017-09-01,YouTube,EducaOnline,Games,Live,139448,40372,4445,9457,1291314,1822554,8.67,18:00
2017,9,2017-09-01,TikTok,ModaHoje,Entretenimento,Stories,384611,34478,789,1702,1595875,59979,7.98,21:00
2017,9,2017-09-01,Facebook,TechBrasil,Tecnologia,Stories,570088,64703,1391,4420,1821869,1820236,4.0,08:00
2017,9,2017-09-01,X,TechBrasil,Entretenimento,Imagem,665452,11693,1085,9768,320537,1393511,10.62,12:00
2017,9,2017-09-01,YouTube,EducaOnline,Tecnologia,Stories,533450,41639,3552,8289,1813566,1371355,10.13,12:00
2017,9,2017-09-01,YouTube,ModaHoje,Entretenimento,Live,96884,48339,3169,9381,1626470,1723490,3.67,21:00
2017,9,2017-09-01,X,EducaOnline,Entretenimento,Imagem,203738,44131,55,5262,518379,621470,1.97,08:00
2017,9,2017-09-01,X,ModaHoje,Tecnologia,Vídeo,586233,37311,1903,7912,329177,1955243,2.34,12:00
2017,9,2017-09-01,YouTube,GamesBR,Entretenimento,Carrossel,238302,76175,1084,4024,1600370,1756440,1.37,12:00
2017,9,2017-09-01,LinkedIn,EducaOnline,Games,Imagem,529585,42520,4349,8425,191587,840082,4.77,18:00
2017,9,2017-09-01,YouTube,EducaOnline,Games,Stories,135123,8034,1737,9720,1336143,1806513,6.79,18:00
2017,9,2017-09-01,Instagram,ModaHoje,Entretenimento,Carrossel,122288,46906,1521,6442,986291,1142027,11.12,18:00
2017,9,2017-09-01,TikTok,TechBrasil,Games,Vídeo,116875,54274,2828,9755,154257,1005477,3.45,21:00
2017,9,2017-09-01,TikTok,EducaOnline,Tecnologia,Vídeo,957959,50412,1288,719,597558,1208978,5.29,21:00
2017,9,2017-09-01,YouTube,EducaOnline,Educação,Carrossel,756341,42586,3700,4422,1428571,538189,2.71,18:00
2017,9,2017-09-01,Instagram,ModaHoje,Educação,Stories,814374,6517,3822,8624,820359,1476764,9.82,18:00
2017,9,2017-09-01,Instagram,GamesBR,Entretenimento,Stories,224386,73407,1124,742,1148987,1129381,8.79,08:00
2017,9,2017-09-01,TikTok,EducaOnline,Entretenimento,Stories,807137,50779,534,431,114273,641332,10.27,12:00
2017,9,2017-09-01,LinkedIn,TechBrasil,Educação,Live,505602,49527,3938,1339,853958,1761664,4.06,08:00
2017,10,2017-10-01,Facebook,TechBrasil,Tecnologia,Vídeo,20020,30410,4016,2929,780152,1591498,7.66,12:00
2017,10,2017-10-01,Facebook,GamesBR,Educação,Live,740010,49277,1655,2006,1431787,877742,6.44,18:00
2017,10,2017-10-01,Instagram,TechBrasil,Entretenimento,Live,335093,20037,1701,4203,536015,1431537,5.56,12:00
2017,10,2017-10-01,TikTok,GamesBR,Entretenimento,Live,625666,4010,1535,3081,1836943,1518081,8.88,08:00
2017,10,2017-10-01,LinkedIn,TechBrasil,Tecnologia,Vídeo,88742,16324,3442,7350,138741,2253987,7.35,21:00
2017,10,2017-10-01,Facebook,GamesBR,Educação,Stories,78429,5847,2181,6804,1074046,4920,1.0,12:00
2017,10,2017-10-01,Facebook,EducaOnline,Games,Carrossel,227707,66596,3667,1448,42630,482957,8.95,21:00
2017,10,2017-10-01,LinkedIn,GamesBR,Games,Stories,574976,75434,950,3533,1259800,2239989,6.61,08:00
2017,10,2017-10-01,X,ModaHoje,Entretenimento,Vídeo,63690,63396,2901,7345,103534,82378,1.78,08:00
2017,10,2017-10-01,Facebook,EducaOnline,Games,Imagem,154599,66746,969,7955,1415268,2428972,8.26,08:00
2017,10,2017-10-01,X,TechBrasil,Tecnologia,Imagem,34683,71406,2059,5322,1736641,1274304,3.3,21:00
2017,10,2017-10-01,Facebook,TechBrasil,Tecnologia,Stories,594799,26315,1491,9183,1713608,539862,1.62,18:00
2017,10,2017-10-01,X,EducaOnline,Tecnologia,Vídeo,468125,20818,1324,7641,543195,547187,8.04,21:00
2017,10,2017-10-01,YouTube,TechBrasil,Games,Imagem,290380,74769,611,2774,238182,201982,2.12,08:00
2017,10,2017-10-01,LinkedIn,ModaHoje,Educação,Vídeo,28331,22099,934,3087,775986,1408332,11.26,18:00
2017,10,2017-10-01,X,GamesBR,Games,Imagem,407710,37186,4897,1730,1115879,528485,9.18,21:00
2017,10,2017-10-01,TikTok,EducaOnline,Entretenimento,Live,967449,72213,4507,2916,1836299,111589,2.52,18:00
2017,10,2017-10-01,Instagram,EducaOnline,Tecnologia,Imagem,526863,11754,38,6002,1556700,125348,3.64,21:00
2017,10,2017-10-01,Instagram,ModaHoje,Educação,Imagem,744276,28509,4881,9209,1898988,2229688,4.72,18:00
2017,10,2017-10-01,TikTok,GamesBR,Entretenimento,Vídeo,480411,3926,4992,4886,1194736,106787,5.85,08:00
2017,10,2017-10-01,LinkedIn,GamesBR,Games,Live,715678,74973,3315,5119,222089,2234248,4.61,21:00
2017,10,2017-10-01,Facebook,EducaOnline,Educação,Live,743406,8698,2622,7826,141244,1472554,10.74,21:00
2017,10,2017-10-01,X,TechBrasil,Tecnologia,Live,366574,45421,4467,9364,1759221,18087,10.33,21:00
2017,10,2017-10-01,TikTok,EducaOnline,Games,Imagem,888458,68920,490,8948,1053018,1635069,10.64,08:00
2017,10,2017-10-01,LinkedIn,EducaOnline,Educação,Vídeo,242069,59897,1499,3335,353793,39160,8.69,12:00
2017,10,2017-10-01,LinkedIn,ModaHoje,Entretenimento,Carrossel,153803,2289,401,5529,348569,474722,8.01,08:00
2017,10,2017-10-01,X,TechBrasil,Entretenimento,Vídeo,478832,63270,4960,7948,1661639,522238,7.22,21:00
2017,10,2017-10-01,TikTok,EducaOnline,Games,Imagem,96864,11856,4487,4026,1109698,504344,8.39,18:00
2017,10,2017-10-01,X,EducaOnline,Games,Stories,947531,14275,88,9827,969158,2077350,10.93,21:00
2017,10,2017-10-01,X,EducaOnline,Entretenimento,Imagem,299244,60620,2739,1623,973039,833448,11.81,12:00
2017,10,2017-10-01,LinkedIn,ModaHoje,Games,Vídeo,437432,15241,3555,3060,277287,609402,5.3,21:00
2017,10,2017-10-01,LinkedIn,EducaOnline,Entretenimento,Stories,231318,55149,4109,3467,1540560,815461,10.21,21:00
2017,10,2017-10-01,LinkedIn,ModaHoje,Tecnologia,Vídeo,105313,17079,1370,9599,118093,159710,2.68,18:00
2017,10,2017-10-01,LinkedIn,ModaHoje,Tecnologia,Stories,216617,19085,4259,5460,348602,262611,7.19,12:00
2017,10,2017-10-01,TikTok,GamesBR,Games,Vídeo,600404,15199,1642,1088,275844,1689204,5.27,08:00
2017,10,2017-10-01,LinkedIn,EducaOnline,Games,Live,225249,2787,1684,4794,1747993,1529375,11.1,21:00
2017,10,2017-10-01,Instagram,TechBrasil,Educação,Imagem,759805,44053,4647,5727,614440,1094641,9.94,12:00
2017,11,2017-11-01,X,ModaHoje,Games,Stories,598024,67950,2080,6879,980441,1115429,11.04,12:00
2017,11,2017-11-01,LinkedIn,GamesBR,Educação,Stories,455189,25618,2674,4582,1120607,780804,3.18,18:00
2017,11,2017-11-01,X,ModaHoje,Games,Vídeo,799551,78348,1109,3769,1195325,122593,7.72,21:00
2017,11,2017-11-01,LinkedIn,ModaHoje,Entretenimento,Live,270954,78729,1804,8458,233467,2435027,2.93,12:00
2017,11,2017-11-01,Facebook,ModaHoje,Educação,Live,101238,21218,3412,5464,1054934,2338632,4.49,18:00
2017,11,2017-11-01,X,GamesBR,Games,Imagem,546115,52559,1312,9337,769853,1994655,10.83,12:00
2017,11,2017-11-01,LinkedIn,EducaOnline,Educação,Stories,681847,42278,1635,8251,351042,207082,9.78,08:00
2017,11,2017-11-01,TikTok,TechBrasil,Tecnologia,Stories,277607,39011,3772,245,957582,446527,9.46,18:00
2017,11,2017-11-01,Instagram,TechBrasil,Games,Carrossel,702455,64407,4187,5071,532853,1075457,4.65,18:00
2017,11,2017-11-01,YouTube,EducaOnline,Games,Stories,269753,55140,276,154,1890250,2462864,5.56,12:00
2017,11,2017-11-01,X,EducaOnline,Educação,Stories,208691,67613,2210,1569,658125,865352,4.99,08:00
2017,11,2017-11-01,Instagram,GamesBR,Games,Carrossel,795630,51545,1703,9578,603243,978283,6.7,08:00
2017,11,2017-11-01,Facebook,EducaOnline,Games,Carrossel,371871,42904,1735,2681,904936,2119507,5.21,21:00
2017,11,2017-11-01,TikTok,TechBrasil,Educação,Carrossel,519008,23191,33,5840,455753,1319531,2.72,12:00
2017,11,2017-11-01,YouTube,EducaOnline,Tecnologia,Carrossel,393664,58572,3549,2510,1183656,710629,4.32,21:00
2017,11,2017-11-01,Instagram,EducaOnline,Educação,Stories,349560,8058,2499,9910,236077,1631983,5.98,08:00
2017,11,2017-11-01,Facebook,ModaHoje,Tecnologia,Vídeo,145225,38761,194,5683,1833473,2492547,1.89,18:00
2017,11,2017-11-01,Facebook,ModaHoje,Educação,Live,243779,47167,4879,7255,677846,1250683,11.2,18:00
2017,11,2017-11-01,YouTube,ModaHoje,Entretenimento,Imagem,42321,41902,2126,6050,836985,1695001,8.04,08:00
2017,11,2017-11-01,Instagram,EducaOnline,Entretenimento,Live,283406,5170,311,8684,1003529,2224649,1.36,08:00
2017,11,2017-11-01,TikTok,EducaOnline,Tecnologia,Live,492269,62745,519,1093,1194090,1871146,9.13,08:00
2017,11,2017-11-01,LinkedIn,ModaHoje,Tecnologia,Imagem,288324,10800,1478,8761,480849,2483824,10.88,12:00
2017,11,2017-11-01,TikTok,GamesBR,Games,Imagem,717223,66228,3882,7213,1903645,597248,9.04,21:00
2017,11,2017-11-01,Facebook,ModaHoje,Tecnologia,Imagem,385063,8923,2919,2451,1755429,1902063,6.13,21:00
2017,11,2017-11-01,YouTube,GamesBR,Games,Carrossel,518224,72535,4783,2618,361763,2445819,9.44,18:00
2017,11,2017-11-01,X,TechBrasil,Entretenimento,Live,485858,7265,1118,40,1073397,2338045,9.73,21:00
2017,11,2017-11-01,Facebook,ModaHoje,Entretenimento,Carrossel,382663,29592,477,6505,1625566,1519995,1.34,12:00
2017,11,2017-11-01,X,GamesBR,Games,Imagem,219754,25486,3564,9485,1302259,1915505,6.48,12:00
2017,11,2017-11-01,X,GamesBR,Tecnologia,Live,381719,41454,771,1503,1127475,827673,3.45,08:00
2017,11,2017-11-01,LinkedIn,ModaHoje,Educação,Stories,685970,27747,1973,4754,581000,2335751,3.75,12:00
2017,11,2017-11-01,Facebook,EducaOnline,Educação,Vídeo,964397,33817,4163,611,1607353,2394615,2.72,12:00
2017,11,2017-11-01,LinkedIn,ModaHoje,Tecnologia,Imagem,240421,59663,3542,358,1280347,1800976,7.76,18:00
2017,11,2017-11-01,X,GamesBR,Entretenimento,Vídeo,188973,29306,1564,9525,1125838,1383948,3.31,08:00
2017,11,2017-11-01,YouTube,TechBrasil,Entretenimento,Live,553780,77615,895,7651,567676,340870,3.17,08:00
2017,11,2017-11-01,TikTok,EducaOnline,Entretenimento,Vídeo,675659,20762,1758,7987,658816,2424577,8.64,18:00
2017,11,2017-11-01,Instagram,GamesBR,Games,Vídeo,804120,60763,1975,8168,1289116,1486951,8.53,08:00
2017,11,2017-11-01,Facebook,TechBrasil,Games,Vídeo,817887,56333,1850,3535,540362,1490215,2.72,08:00
2017,12,2017-12-01,TikTok,TechBrasil,Entretenimento,Stories,294847,11877,817,7332,1064586,1765357,11.9,08:00
2017,12,2017-12-01,Instagram,GamesBR,Entretenimento,Live,625595,59228,357,8476,478820,1781495,11.74,21:00
2017,12,2017-12-01,YouTube,GamesBR,Tecnologia,Live,827958,18598,349,1753,113053,1126902,7.7,12:00
2017,12,2017-12-01,X,EducaOnline,Educação,Carrossel,101578,62771,4686,7945,349937,2316254,4.32,21:00
2017,12,2017-12-01,TikTok,ModaHoje,Entretenimento,Stories,42596,32165,4650,4935,964147,1228337,6.06,12:00
2017,12,2017-12-01,LinkedIn,TechBrasil,Educação,Vídeo,505499,50395,2427,5749,1301482,2271524,5.01,21:00
2017,12,2017-12-01,YouTube,GamesBR,Games,Live,296518,53312,3104,2854,1099435,552591,1.85,12:00
2017,12,2017-12-01,TikTok,GamesBR,Educação,Imagem,565204,37079,3739,7716,873119,1293171,4.57,08:00
2017,12,2017-12-01,TikTok,TechBrasil,Games,Imagem,851187,63972,174,1429,427957,218334,1.3,18:00
2017,12,2017-12-01,TikTok,TechBrasil,Games,Imagem,473209,35537,3837,1848,1754455,1441492,9.86,12:00
2017,12,2017-12-01,Facebook,TechBrasil,Tecnologia,Stories,331299,55077,4624,9836,359380,1564338,4.08,21:00
2017,12,2017-12-01,Instagram,GamesBR,Games,Stories,238829,29877,259,5708,970769,1319127,9.86,21:00
2017,12,2017-12-01,X,TechBrasil,Entretenimento,Vídeo,842357,3976,4261,9003,1604859,599818,5.7,21:00
2017,12,2017-12-01,Facebook,ModaHoje,Games,Live,645874,41782,4042,9604,716830,134253,9.49,08:00
2017,12,2017-12-01,YouTube,GamesBR,Games,Carrossel,730570,2708,632,1162,31711,1544119,3.76,08:00
2017,12,2017-12-01,Facebook,EducaOnline,Entretenimento,Imagem,198074,15700,530,8631,148329,1697287,9.94,08:00
2017,12,2017-12-01,X,GamesBR,Tecnologia,Live,322932,56808,1472,7057,492731,2284002,9.64,08:00
2017,12,2017-12-01,Instagram,TechBrasil,Tecnologia,Live,211371,6356,4222,7458,311723,1915690,11.23,21:00
2017,12,2017-12-01,YouTube,EducaOnline,Entretenimento,Live,335289,56864,4627,1484,448698,2469696,1.12,08:00
2017,12,2017-12-01,LinkedIn,EducaOnline,Entretenimento,Stories,529903,8687,229,3104,1897438,841947,4.6,18:00
2017,12,2017-12-01,TikTok,GamesBR,Tecnologia,Live,432891,75495,3734,3935,1209663,2314481,10.6,18:00
2017,12,2017-12-01,TikTok,TechBrasil,Games,Carrossel,68083,24243,2763,1091,1526925,1615836,8.1,08:00
2017,12,2017-12-01,X,GamesBR,Entretenimento,Imagem,919020,47843,3852,7845,1127792,2075768,5.39,08:00
2017,12,2017-12-01,LinkedIn,TechBrasil,Entretenimento,Imagem,507646,882,3917,1125,1364824,421239,6.2,18:00
2017,12,2017-12-01,TikTok,ModaHoje,Entretenimento,Carrossel,291607,74479,2437,9719,571552,1415024,8.74,12:00
2017,12,2017-12-01,Instagram,GamesBR,Entretenimento,Live,843335,33545,2453,2623,1655627,1618877,4.76,18:00
2017,12,2017-12-01,YouTube,EducaOnline,Games,Stories,190957,53139,1258,3515,361570,2085193,2.58,18:00
2017,12,2017-12-01,X,GamesBR,Educação,Imagem,859466,49590,3564,5074,1004032,2246296,1.24,12:00
2017,12,2017-12-01,TikTok,TechBrasil,Games,Imagem,3289,29295,2828,5223,1994830,1044615,0.54,08:00
2017,12,2017-12-01,X,EducaOnline,Educação,Live,789127,47542,4464,3533,1521572,2377540,8.92,18:00
2017,12,2017-12-01,Facebook,EducaOnline,Entretenimento,Carrossel,702199,69543,137,7137,332479,19417,10.98,08:00
2017,12,2017-12-01,Facebook,TechBrasil,Educação,Live,696454,33447,555,9603,1875548,1563479,2.46,18:00
2017,12,2017-12-01,LinkedIn,EducaOnline,Tecnologia,Stories,562855,347,732,2885,1629102,2218952,1.45,21:00
2017,12,2017-12-01,Instagram,EducaOnline,Tecnologia,Imagem,583994,26294,4580,3827,1834770,972154,1.14,12:00
2017,12,2017-12-01,Instagram,TechBrasil,Entretenimento,Imagem,157316,23700,10,8913,753469,2288051,11.55,08:00
2017,12,2017-12-01,LinkedIn,TechBrasil,Entretenimento,Imagem,888581,40731,4768,4839,266174,1324042,9.61,21:00
2017,12,2017-12-01,Instagram,TechBrasil,Entretenimento,Carrossel,639820,31519,3806,7132,1315914,2203385,3.02,18:00
2018,1,2018-01-01,Facebook,EducaOnline,Educação,Imagem,888797,21657,3170,9055,528431,667800,6.46,12:00
2018,1,2018-01-01,TikTok,GamesBR,Games,Imagem,872690,28097,3543,4226,1929418,1334599,9.68,12:00
2018,1,2018-01-01,YouTube,ModaHoje,Games,Live,325643,30960,3467,2347,1592191,1398653,9.74,08:00
2018,1,2018-01-01,YouTube,GamesBR,Games,Imagem,471740,72503,1795,2152,1212171,1495710,3.4,18:00
